name,usage_count,file,path,description,line_number
search_in_file,3,PyScanner.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Utility_functions\PyScanner.py,Search for target phrases in a single file.,46
extract_customized_features,3,PNG_PLOT.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Visualization_generators\PNG_PLOT.py,No description available,148
combine_hover_texts,3,AggregatedSubPlots.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Visualization_generators\AggregatedSubPlots.py,No description available,182
extract_hover_text,3,AggregatedSubPlots.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Visualization_generators\AggregatedSubPlots.py,No description available,151
plot_revenue,3,plot_generations(1).py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Original\Batch(1)\ConfigurationPlotSpec(1)\plot_generations(1).py,No description available,16
plot_cash_flow,3,plot_generations(1).py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Original\Batch(1)\ConfigurationPlotSpec(1)\plot_generations(1).py,No description available,4
plot_operating_expenses,3,plot_generations(0).py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Original\Batch(0)\ConfigurationPlotSpec(0)\plot_generations(0).py,No description available,28
handle_symmetrical_analysis,3,sensitivity_Routes.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\sensitivity_Routes.py,Processes symmetrical sensitivity analysis.,14
find_index_from_id,3,config_modules.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\config_modules.py,Extracts the numeric part from the ID (assuming it ends with a number) ,35
handle_multipoint_analysis,3,sensitivity_Routes.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\sensitivity_Routes.py,Processes multiple point sensitivity analysis.,109
collect_properties_from_config_module,3,Table.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\Table.py,"Collect properties from a config module, properly handling vectors.",29
expand_vector_properties,3,Table.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\Table.py,Helper function to expand vector properties with numbered extensions.,21
plot_operating_expenses,3,plot_generations(1).py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Original\Batch(1)\ConfigurationPlotSpec(1)\plot_generations(1).py,No description available,28
get_png_files,3,Front_Subtab_Plot.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Data_processors_and_transformers\Front_Subtab_Plot.py,No description available,67
plot_revenue,3,plot_generations(0).py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Original\Batch(0)\ConfigurationPlotSpec(0)\plot_generations(0).py,No description available,16
plot_loan_repayment,3,plot_generations(0).py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Original\Batch(0)\ConfigurationPlotSpec(0)\plot_generations(0).py,No description available,40
plot_cash_flow,3,plot_generations(0).py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Original\Batch(0)\ConfigurationPlotSpec(0)\plot_generations(0).py,No description available,4
remove_batch,3,Remove_batch.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Remove_batch.py,Remove a batch folder for the specified version.,38
log_png_file_names_for_versions,3,Front_Subtab_Plot.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Data_processors_and_transformers\Front_Subtab_Plot.py,No description available,38
plot_loan_repayment,3,plot_generations(1).py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Original\Batch(1)\ConfigurationPlotSpec(1)\plot_generations(1).py,No description available,40
create_batch,3,Create_new_batch.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Create_new_batch.py,Create a batch for the specified version number.,69
get_plots_logger,3,sensitivity_logging.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\sensitivity_logging.py,No description available,101
get_api_logger,3,sensitivity_logging.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\sensitivity_logging.py,No description available,110
_get_fallback_price_file,3,Calculations.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations.py,Get the path to the optimal price file as a fallback.,226
handle_multipoint_analysis,3,updated_sensitivity_routes.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\updated_sensitivity_routes.py,Enhanced endpoint for multipoint sensitivity analysis.,120
handle_symmetrical_analysis,3,updated_sensitivity_routes.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\updated_sensitivity_routes.py,Enhanced endpoint for symmetrical sensitivity analysis.,52
get_sensitivity_visualization,3,updated_sensitivity_routes.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\updated_sensitivity_routes.py,Get visualization data for sensitivity analysis.,438
get_sensitivity_visualization,3,Calculations_and_Sensitivity.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations_and_Sensitivity.py,No description available,458
get_calculation_script,3,Calculations_and_Sensitivity.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations_and_Sensitivity.py,Get the appropriate calculation script based on version number,57
organize_sensitivity_results,3,sensitivity_analysis_manager.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\sensitivity_analysis_manager.py,Organizes all sensitivity results for a version into a structured format,382
process_sensitivity_request,3,sensitivity_integration.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\sensitivity_integration.py,Process a complete sensitivity analysis request.,30
log_run_configuration,2,Calculations_and_Sensitivity.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations_and_Sensitivity.py,Log run configuration in a structured format,152
add_cell_details,2,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,No description available,77
create_consolidation_job,2,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,No description available,48
complete_job,2,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,No description available,62
update_selected_versions,2,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,No description available,39
validate_request_data,2,PNG.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\PNG.py,Validate and extract required parameters from request data.,108
_initialize_directories,2,Sensitivity_File_Manager.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Sensitivity_File_Manager.py,Creates the standard directory structure if it doesn't exist.,28
log_state_parameters,2,Calculations.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations.py,"Log state parameters in a structured, tabulated format",76
stream_price,2,Calculations.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations.py,Stream real-time price optimization updates for a specific version using Server-Sent Events (SSE).,417
remove_client,2,Calculations.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations.py,Remove a client from the monitor.,246
_get_status_file_path,2,Calculations.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations.py,Get the path to the status file for this version.,218
add_client,2,Calculations.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations.py,Add a client to the monitor.,233
organize_sensitivity_plots,2,sensitivity_plot_organizer.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\sensitivity_plot_organizer.py,Organizes plot files related to sensitivity analysis into standardized ,14
rename_files_in_folder,2,Create_new_batch.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Create_new_batch.py,No description available,38
find_next_missing_versions,2,Create_new_batch.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Create_new_batch.py,Find all missing version numbers and the next new version number.,47
_monitor_loop,2,Calculations.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations.py,Main monitoring loop to check for file changes and notify clients.,273
setup_logging,2,Calculations_and_Sensitivity.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations_and_Sensitivity.py,No description available,76
consolidate_data,2,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,Consolidate data from multiple CFA versions into a single result set,234
log_properties_as_table,2,PNG.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\PNG.py,Create a formatted table of properties in the log file.,49
log_sensitivity_parameters,2,PNG.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\PNG.py,Log sensitivity analysis configuration in a structured format.,77
get_plot_path,2,Sensitivity_File_Manager.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Sensitivity_File_Manager.py,Constructs the full path for a plot file and returns its status.,52
preprocess_json_string,2,AggregatedSubPlots.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Visualization_generators\AggregatedSubPlots.py,No description available,56
scan_directory,2,PyScanner.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Utility_functions\PyScanner.py,Search for phrases in specified or all Python files.,70
calculate_differences,2,Configuration_Differences.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Utility_functions\Configuration_Differences.py,No description available,52
compare_configurations,2,Configuration_Differences.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Utility_functions\Configuration_Differences.py,No description available,108
find_files,2,file_utils.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Data_processors_and_transformers\file_utils.py,No description available,20
get_html_files,2,Front_Subtab_HTML.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Data_processors_and_transformers\Front_Subtab_HTML.py,No description available,25
apply_property_mapping,2,module1.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\module1.py,No description available,23
find_versions,2,file_utils.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Data_processors_and_transformers\file_utils.py,No description available,15
load_config_modules,2,Table.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\Table.py,Load all config modules from the results folder.,44
empty_folder,2,module1.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\module1.py,No description available,129
build_and_save_table,2,Table.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\Table.py,No description available,57
apply_filtered_values_and_build_matrix,2,module1.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\module1.py,No description available,35
test_list_building,2,module1.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\module1.py,No description available,141
_generate_html_report,2,Sensitivity_File_Manager.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Sensitivity_File_Manager.py,Generates HTML content for the analysis report.,186
update_and_save_config_module,2,config_modules.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\config_modules.py,No description available,47
check_write_permissions,2,formatter.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\formatter.py,Verify write permissions for the target directory.,10
get_colors_and_markers,2,PNG_PLOT.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Visualization_generators\PNG_PLOT.py,Get colors and markers for plotting.,553
save_html_content,2,AggregatedSubPlots.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Visualization_generators\AggregatedSubPlots.py,Save the HTML content in both Results(versions_identifier) and Results(version) folders.,330
update_property_mapping,2,property_mapping_service.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Utility_functions\property_mapping_service.py,No description available,14
update_frontend_mapping,2,property_mapping_service.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Utility_functions\property_mapping_service.py,No description available,60
organize_html_albums,2,html_album_organizer.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\html_album_organizer.py,Organizes HTML plot files into standardized album directories that are compatible,16
sanitize_file,2,formatter.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\formatter.py,Process and sanitize configuration files for a specific version.,149
create_analysis_report,2,Sensitivity_File_Manager.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Sensitivity_File_Manager.py,Creates an HTML report from analysis results.,166
format_value,2,formatter.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Configuration_management\formatter.py,Format values according to configuration requirements.,24
run_calculation_with_sensitivity,1,sensitivity_integration.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\sensitivity_integration.py,Run a calculation that includes sensitivity analysis.,222
update_job_progress,1,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,No description available,56
get_consolidation_results,1,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,Get the results of a completed consolidation job,565
fail_job,1,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,No description available,70
select_versions,1,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,Update the selected versions based on the request,395
api_versions,1,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,Return the list of available CFA versions,363
process_sensitivity_parameter,1,calculations_sensitivity_adapter.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\calculations_sensitivity_adapter.py,Process a single sensitivity parameter from end to end.,161
get_cell_source_data,1,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,Get source data for a specific cell from all versions,329
serve_image,1,PNG.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\PNG.py,Serve image files from the Original directory,321
remove_batch_endpoint,1,Remove_batch.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Remove_batch.py,Handle batch removal via POST request.,57
create_new_batch_route,1,Create_new_batch.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Create_new_batch.py,No description available,100
run_calculations,1,Calculations_and_Sensitivity.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations_and_Sensitivity.py,Orchestrates the execution sequence of configuration updates and calculations.,306
process_sensitivity_visualization,1,Calculations_and_Sensitivity.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations_and_Sensitivity.py,Process sensitivity parameters for visualization.,194
add_consolidated_log_handler,1,sensitivity_logging.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\sensitivity_logging.py,Add a handler to capture all logs in a single consolidated file.,75
get_workflow_logger,1,sensitivity_logging.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\sensitivity_logging.py,No description available,113
get_price,1,Calculations.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Calculations.py,Get the final optimized price for a specific version,464
serve_sensitivity_plot,1,updated_sensitivity_routes.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\updated_sensitivity_routes.py,Serve a specific sensitivity plot file.,420
get_sensitivity_results,1,updated_sensitivity_routes.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\updated_sensitivity_routes.py,Get consolidated results of all sensitivity analyses for a version.,406
get_sensitivity_html,1,updated_sensitivity_routes.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\updated_sensitivity_routes.py,Get all HTML files in a specific sensitivity album.,334
get_sensitivity_plots,1,updated_sensitivity_routes.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\updated_sensitivity_routes.py,Get all plots in a specific sensitivity album.,270
get_sensitivity_albums,1,updated_sensitivity_routes.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\updated_sensitivity_routes.py,Get all available sensitivity analysis albums for a version.,194
get_manager_logger,1,sensitivity_logging.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\sensitivity_logging.py,No description available,98
get_html_logger,1,sensitivity_logging.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\sensitivity_logging.py,No description available,104
get_integration_logger,1,sensitivity_logging.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\sensitivity_logging.py,No description available,107
get_consolidation_status,1,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,Get the status of a consolidation job,473
start_consolidation,1,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,Start a consolidation job for the specified versions,457
process_selected,1,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,Process all selected CFA files,431
process_cfa_file,1,cfa_list.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\cfa_list.py,Process the CFA file for the specified version,404
cleanup_cache,1,Sensitivity_File_Manager.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Sensitivity_File_Manager.py,Cleans up cached calculation data older than specified days.,251
generate_analysis_report,1,sensitivity_Routes.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\sensitivity_Routes.py,Generates a comprehensive analysis report for all processed sensitivity parameters.,204
archive_analysis,1,Sensitivity_File_Manager.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Sensitivity_File_Manager.py,Archives analysis results and reports.,311
get_sensitivity_plot,1,sensitivity_Routes.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\sensitivity_Routes.py,Retrieves a specific sensitivity plot.,243
generate_economic_summary,1,economic_summary.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Data_processors_and_transformers\economic_summary.py,Generate and save an economic summary table.,29
cache_calculation_data,1,Sensitivity_File_Manager.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\API_endpoints_and_controllers\Sensitivity_File_Manager.py,Caches intermediate calculation results.,235
extract_properties,1,common_utils.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Utility_functions\common_utils.py,No description available,58
get_csv_files,1,Front_Subtab_Table.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Data_processors_and_transformers\Front_Subtab_Table.py,No description available,20
generate_operational_cost_pie_chart_dynamic,1,cfa_plotting.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Visualization_generators\cfa_plotting.py,Generate and save a dynamic pie chart showing operational cost breakdown using Plotly.,85
generate_operational_cost_pie_chart_static,1,cfa_plotting.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Visualization_generators\cfa_plotting.py,Generate and save a static pie chart showing operational cost breakdown using Matplotlib.,155
generate_economic_breakdown_pie_chart,1,cfa_plotting.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Visualization_generators\cfa_plotting.py,Generate and save a pie chart showing the economic breakdown using Plotly.,18
prepare_version_directory,1,PNG_PLOT.py,c:\Users\Mohse\OneDrive\Desktop\Milestone4 - Copy\backend\Visualization_generators\PNG_PLOT.py,No description available,284
